date,time,group,script.subjectid,build,blocknum,trialnum,blockcode,trialcode,pretrialpause,posttrialpause,trialduration,trialtimeout,response,correct,latency,stimulusnumber1,stimulusitem1,stimulusonset1,stimulusnumber2,stimulusitem2,stimulusonset2,stimulusnumber3,stimulusitem3,stimulusonset3,stimulusnumber4,stimulusitem4,stimulusonset4,stimulusnumber5,stimulusitem5,stimulusonset5,stimulusnumber6,stimulusitem6,stimulusonset6
51121,9:43:39,919575683,54,5.0.14.0,1,15,start,trial_n,0,500,0,0,NA_n,1,894,1,regular beer (4.5% ABV)       and £ 4.85,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),894
51121,9:43:39,919575683,54,5.0.14.0,1,16,start,trial_n,0,500,0,0,NA_n,1,814,1,regular beer (4.5% ABV)       and £ 5.05,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),814
51121,9:43:39,919575683,54,5.0.14.0,1,17,start,trial_n,0,500,0,0,NA_n,1,787,1,regular beer (4.5% ABV)       and £ 5.55,6,1,non-alcoholic beer (0.0% ABV),6,1,Click on the answer of your choice,6,1,or,6,1,Which option would you prefer right NOW?,6,1,regular beer (4.5% ABV),788
51121,9:43:39,919575683,54,5.0.14.0,1,18,start,trial_n,0,500,0,0,NA_n,1,1003,1,regular beer (4.5% ABV)       and £ 6.55,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1003
51121,9:43:39,919575683,54,5.0.14.0,1,19,start,trial_n,0,500,0,0,NA_n,1,851,1,regular beer (4.5% ABV)       and £ 7.05,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),851
51121,9:43:39,919575683,54,5.0.14.0,1,20,start,trial_n,0,500,0,0,NA_n,1,532,1,regular beer (4.5% ABV)       and £ 7.25,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),533
51121,9:43:39,919575683,54,5.0.14.0,1,21,start,trial_n,0,500,0,0,NA_n,1,523,1,regular beer (4.5% ABV)       and £ 7.35,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),524
51121,9:43:39,919575683,54,5.0.14.0,1,22,start,trial_n,0,500,0,0,NA_n,1,683,1,regular beer (4.5% ABV)       and £ 7.4,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),684
51121,9:43:39,919575683,54,5.0.14.0,1,23,start,trial_n,0,500,0,0,NA_n,1,1228,1,regular beer (4.5% ABV)       and £ 7.5,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1228
51121,9:43:39,919575683,54,5.0.14.0,1,24,start,trial_n,0,500,0,0,NA_n,1,7283,1,regular beer (4.5% ABV)       and £ 8.5,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),7283
51121,9:43:39,919575683,54,5.0.14.0,1,25,start,trial_n,0,500,0,0,NA_n,1,542,1,regular beer (4.5% ABV)       and £ 9,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),543
51121,9:43:39,919575683,54,5.0.14.0,1,26,start,trial_n,0,500,0,0,NA_n,1,1043,1,regular beer (4.5% ABV)       and £ 9.05,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1044
51121,9:43:39,919575683,54,5.0.14.0,1,27,start,trial_n,0,500,0,0,NA_n,1,1027,1,regular beer (4.5% ABV)       and £ 9.25,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1027
51121,9:43:39,919575683,54,5.0.14.0,1,28,start,trial_n,0,500,0,0,NA_n,1,1026,1,regular beer (4.5% ABV)       and £ 10.25,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1026
51121,8:45:03,838866360,57,5.0.14.0,1,1,start,base_q,0,500,0,0,NA_n,0,22694,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV),0,1,or,0,1,Click on the answer of your choice,0,1,Which option would you prefer right NOW?,0,0,0,0
51121,8:45:03,838866360,57,5.0.14.0,1,2,start,check_NA,0,500,0,0,NA_n,0,1688,1,You chose non-alcoholic beer.       Please confirm your choice by again clicking on your chosen option.,0,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV),0,1,or,0,1,Click on the answer of your choice,0,1,Which option would you prefer right NOW?,0
51121,8:45:03,838866360,57,5.0.14.0,1,3,start,trial_n,0,500,0,0,NA_n,1,15607,1,regular beer (4.5% ABV)       and £ 0.2,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),15608
51121,8:45:03,838866360,57,5.0.14.0,1,4,start,trial_n,0,500,0,0,NA_n,1,1866,1,regular beer (4.5% ABV)       and £ 0.25,1,1,non-alcoholic beer (0.0% ABV),1,1,Click on the answer of your choice,1,1,or,1,1,Which option would you prefer right NOW?,1,1,regular beer (4.5% ABV),1867
51121,8:45:03,838866360,57,5.0.14.0,1,5,start,trial_n,0,500,0,0,NA_n,1,1674,1,regular beer (4.5% ABV)       and £ 0.35,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1674
51121,8:45:03,838866360,57,5.0.14.0,1,6,start,trial_n,0,500,0,0,NA_n,1,1338,1,regular beer (4.5% ABV)       and £ 1.35,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1339
51121,8:45:03,838866360,57,5.0.14.0,1,7,start,trial_n,0,500,0,0,NA_n,1,1953,1,regular beer (4.5% ABV)       and £ 1.85,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1954
51121,8:45:03,838866360,57,5.0.14.0,1,8,start,trial_n,0,500,0,0,NA_n,1,1339,1,regular beer (4.5% ABV)       and £ 2.35,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1339
51121,8:45:03,838866360,57,5.0.14.0,1,9,start,trial_n,0,500,0,0,NA_n,1,1251,1,regular beer (4.5% ABV)       and £ 2.45,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1251
51121,8:45:03,838866360,57,5.0.14.0,1,10,start,trial_n,0,500,0,0,NA_n,1,1306,1,regular beer (4.5% ABV)       and £ 2.65,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1306
51121,8:45:03,838866360,57,5.0.14.0,1,11,start,trial_n,0,500,0,0,NA_n,1,1129,1,regular beer (4.5% ABV)       and £ 2.7,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1130
51121,8:45:03,838866360,57,5.0.14.0,1,12,start,trial_n,0,500,0,0,NA_n,1,1079,1,regular beer (4.5% ABV)       and £ 3.7,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1080
51121,8:45:03,838866360,57,5.0.14.0,1,13,start,trial_n,0,500,0,0,NA_n,1,1255,1,regular beer (4.5% ABV)       and £ 3.75,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1255
51121,8:45:03,838866360,57,5.0.14.0,1,14,start,trial_n,0,500,0,0,NA_n,1,1080,1,regular beer (4.5% ABV)       and £ 4.25,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1081
51121,8:45:03,838866360,57,5.0.14.0,1,15,start,trial_n,0,500,0,0,NA_n,1,1242,1,regular beer (4.5% ABV)       and £ 4.35,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1242
51121,8:45:03,838866360,57,5.0.14.0,1,16,start,trial_n,0,500,0,0,NA_n,1,579,1,regular beer (4.5% ABV)       and £ 4.55,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),579
51121,8:45:03,838866360,57,5.0.14.0,1,17,start,trial_n,0,500,0,0,NA_n,1,907,1,regular beer (4.5% ABV)       and £ 5.55,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),907
51121,8:45:03,838866360,57,5.0.14.0,1,18,start,trial_n,0,500,0,0,NA_n,1,427,1,regular beer (4.5% ABV)       and £ 5.65,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),427
51121,8:45:03,838866360,57,5.0.14.0,1,19,start,trial_n,0,500,0,0,NA_n,1,554,1,regular beer (4.5% ABV)       and £ 6.15,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),554
51121,8:45:03,838866360,57,5.0.14.0,1,20,start,trial_n,0,500,0,0,NA_n,1,946,1,regular beer (4.5% ABV)       and £ 6.35,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),946
51121,8:45:03,838866360,57,5.0.14.0,1,21,start,trial_n,0,500,0,0,NA_n,1,450,1,regular beer (4.5% ABV)       and £ 6.4,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),451
51121,8:45:03,838866360,57,5.0.14.0,1,22,start,trial_n,0,500,0,0,NA_n,1,683,1,regular beer (4.5% ABV)       and £ 7.4,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),683
51121,8:45:03,838866360,57,5.0.14.0,1,23,start,trial_n,0,500,0,0,NA_n,1,946,1,regular beer (4.5% ABV)       and £ 7.5,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),947
51121,8:45:03,838866360,57,5.0.14.0,1,24,start,trial_n,0,500,0,0,NA_n,1,979,1,regular beer (4.5% ABV)       and £ 8,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),979
51121,8:45:03,838866360,57,5.0.14.0,1,25,start,trial_n,0,500,0,0,NA_n,1,963,1,regular beer (4.5% ABV)       and £ 9,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),963
51121,8:45:03,838866360,57,5.0.14.0,1,26,start,trial_n,0,500,0,0,NA_n,1,850,1,regular beer (4.5% ABV)       and £ 9.05,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),851
51121,8:45:03,838866360,57,5.0.14.0,1,27,start,trial_n,0,500,0,0,NA_n,1,482,1,regular beer (4.5% ABV)       and £ 9.25,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),483
51121,8:45:03,838866360,57,5.0.14.0,1,28,start,trial_n,0,500,0,0,NA_n,1,1018,1,regular beer (4.5% ABV)       and £ 9.35,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1018
51121,8:45:03,838866360,57,5.0.14.0,1,29,start,trial_n,0,500,0,0,NA_n,1,811,1,regular beer (4.5% ABV)       and £ 9.55,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),811
51121,8:45:03,838866360,57,5.0.14.0,1,30,start,trial_n,0,500,0,0,NA_n,1,537,1,regular beer (4.5% ABV)       and £ 10.55,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),538
51121,9:49:18,270202353,58,5.0.14.0,1,1,start,base_q,0,500,0,0,NA_n,0,11920,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV),0,1,or,0,1,Click on the answer of your choice,0,1,Which option would you prefer right NOW?,0,0,0,0
51121,9:49:18,270202353,58,5.0.14.0,1,2,start,check_NA,0,500,0,0,NA_n,0,12152,1,You chose non-alcoholic beer.       Please confirm your choice by again clicking on your chosen option.,0,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV),0,1,or,0,1,Click on the answer of your choice,0,1,Which option would you prefer right NOW?,0
51121,9:49:18,270202353,58,5.0.14.0,1,3,start,trial_n,0,500,0,0,NA_n,1,8563,1,regular beer (4.5% ABV)       and £ 1,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),8564
51121,9:49:18,270202353,58,5.0.14.0,1,4,start,trial_n,0,500,0,0,NA_n,1,10274,1,regular beer (4.5% ABV)       and £ 1.2,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),10275
51121,9:49:18,270202353,58,5.0.14.0,1,5,start,trial_n,0,500,0,0,NA_n,1,10989,1,regular beer (4.5% ABV)       and £ 1.3,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),10990
51121,9:49:18,270202353,58,5.0.14.0,1,6,start,trial_n,0,500,0,0,NA_n,1,1191,1,regular beer (4.5% ABV)       and £ 1.35,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1192
51121,9:49:18,270202353,58,5.0.14.0,1,7,start,trial_n,0,500,0,0,NA_n,1,2087,1,regular beer (4.5% ABV)       and £ 1.85,1,1,non-alcoholic beer (0.0% ABV),1,1,Click on the answer of your choice,1,1,or,1,1,Which option would you prefer right NOW?,1,1,regular beer (4.5% ABV),2088
51121,9:49:18,270202353,58,5.0.14.0,1,8,start,trial_n,0,500,0,0,NA_n,1,12291,1,regular beer (4.5% ABV)       and £ 1.95,1,1,non-alcoholic beer (0.0% ABV),1,1,Click on the answer of your choice,1,1,or,1,1,Which option would you prefer right NOW?,1,1,regular beer (4.5% ABV),12292
51121,9:49:18,270202353,58,5.0.14.0,1,9,start,trial_n,0,500,0,0,NA_n,1,439,1,regular beer (4.5% ABV)       and £ 2.15,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),439
51121,9:49:18,270202353,58,5.0.14.0,1,10,start,trial_n,0,500,0,0,NA_n,1,1142,1,regular beer (4.5% ABV)       and £ 3.15,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1143
51121,9:49:18,270202353,58,5.0.14.0,1,11,start,trial_n,0,500,0,0,NA_n,1,816,1,regular beer (4.5% ABV)       and £ 3.65,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),817
51121,9:49:18,270202353,58,5.0.14.0,1,12,start,trial_n,0,500,0,0,NA_n,1,28300,1,regular beer (4.5% ABV)       and £ 3.7,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),28301
51121,9:49:18,270202353,58,5.0.14.0,1,13,start,trial_n,0,500,0,0,NA_n,1,837,1,regular beer (4.5% ABV)       and £ 4.2,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),838
51121,9:49:18,270202353,58,5.0.14.0,1,14,start,trial_n,0,500,0,0,NA_n,1,851,1,regular beer (4.5% ABV)       and £ 4.3,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),851
51121,9:49:18,270202353,58,5.0.14.0,1,15,start,trial_n,0,500,0,0,NA_n,1,473,1,regular beer (4.5% ABV)       and £ 4.35,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),473
51121,9:49:18,270202353,58,5.0.14.0,1,16,start,trial_n,0,500,0,0,NA_n,1,1355,1,regular beer (4.5% ABV)       and £ 4.55,1,1,non-alcoholic beer (0.0% ABV),1,1,Click on the answer of your choice,1,1,or,1,1,Which option would you prefer right NOW?,1,1,regular beer (4.5% ABV),1356
51121,9:49:18,270202353,58,5.0.14.0,1,17,start,trial_n,0,500,0,0,NA_n,1,779,1,regular beer (4.5% ABV)       and £ 5.55,3,1,non-alcoholic beer (0.0% ABV),3,1,Click on the answer of your choice,3,1,or,3,1,Which option would you prefer right NOW?,3,1,regular beer (4.5% ABV),779
51121,9:49:18,270202353,58,5.0.14.0,1,18,start,trial_n,0,500,0,0,NA_n,1,697,1,regular beer (4.5% ABV)       and £ 6.05,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),697
51121,9:49:18,270202353,58,5.0.14.0,1,19,start,trial_n,0,500,0,0,NA_n,1,789,1,regular beer (4.5% ABV)       and £ 6.25,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),790
